Label,Source,Target
137,2965,6036
138,2965,6037
139,2965,6038
140,2965,6000
141,2965,6039
142,2965,2331
143,2965,5131
144,2965,2304
145,2965,3075
146,2965,2954
147,2965,1009
148,2965,1554
149,2965,2536
150,2965,510
151,2965,2124
152,2965,2734
153,2965,817
154,2965,2938
155,2965,6005
156,2965,6040
157,2965,6006
158,2965,6041
159,2965,2766
160,2965,366
161,2965,3792
162,2965,2855
163,2965,6008
164,2965,6042
165,2965,1283
166,2965,2236
167,2965,6012
168,2965,6043
169,2965,1201
170,2965,1243
171,2965,3786
172,2965,3751
173,2965,3929
174,2965,181
175,2965,827
176,2965,899
177,2965,1430
178,2965,1471
179,2965,6017
180,2965,6044
181,2965,6018
182,2965,6045
183,2965,3285
184,2965,2524
185,2965,6019
186,2965,6046
187,2965,1381
188,2965,3605
189,2965,3014
190,2965,2098
191,2965,69
192,2965,3114
193,2965,3053
194,2965,3621
195,2965,586
196,2965,218
197,2965,3926
198,2965,2986
199,2965,2212
200,2965,3137
201,2965,2231
202,2965,1015
203,2965,2378
204,2965,244
205,2965,6047
206,2965,6048
207,2965,6028
208,2965,6049
209,2965,1141
210,2965,2691
211,2965,1289
212,2965,598
213,2965,6030
214,2965,6050
215,2965,557
216,2965,6051
217,2965,1396
218,2965,2797
219,2965,6031
220,2965,6052
221,2965,110
222,2965,277
223,2965,309
224,2965,3202
225,2965,1864
226,2965,160
227,2965,1038
228,2965,2198
229,2965,6053
230,2965,6054
231,2965,6055
232,2965,6056
233,2965,1035
234,2965,2156
235,2965,1683
236,2965,989
237,2965,6057
238,2965,6058
239,2965,1814
240,2965,2057
241,2965,1445
242,2965,2177
243,2965,1497
244,2965,6059
245,2965,630
246,2965,909
247,2965,1216
248,2965,228
249,2965,469
250,2965,2922
251,2965,6060
252,2965,6061
253,2965,3157
254,2965,1475
255,2965,2242
256,2965,1506
257,2965,691
258,2965,73
259,2965,6062
260,2965,6063
261,2965,781
262,2965,3844
263,2965,593
264,2965,3680
265,2965,1851
266,2965,620
267,2965,6064
268,2965,2468
269,2965,2899
270,2965,134
271,2965,2665
272,2965,3259
273,2965,950
274,2965,1874
275,2965,151
276,2965,3279
277,2965,3076
278,2965,1770
279,2965,2210
280,2965,6065
281,2965,6066
282,2965,2593
283,2965,2264
284,2965,812
285,2965,644
286,2965,512
287,2965,3752
288,2965,1399
289,2965,3480
290,2965,1184
291,2965,1742
292,2965,2358
293,2965,164
294,2965,2822
295,2965,3718
296,2965,313
297,2965,6067
298,2965,6068
299,2965,6069
300,2965,6070
301,2965,3394
302,2965,587
303,2965,6071
304,2965,4432
305,2965,1307
306,2965,2127
307,2965,3341
308,2965,6072
309,2965,6073
310,2965,6074
311,2965,2211
312,2965,2775
313,2965,6075
314,2965,5490
315,2965,3101
316,2965,6076
317,2965,6077
318,2965,6078
319,2965,424
320,2965,172
321,2965,3516
322,2965,2652
323,2965,556
324,2965,3519
325,2965,536
326,2965,1097
327,2965,6079
328,2965,6080
329,2965,6081
330,2965,6082
331,2965,661
332,2965,533
333,2965,6083
334,2965,2276
335,2965,392
336,2965,1358
337,2965,3538
338,2965,2485
339,2965,2737
340,2965,6084
341,2965,4822
342,2965,6085
343,2965,6086
344,2965,1559
345,2965,2851
346,2965,919
347,2965,578
348,2965,946
349,2965,3
350,2965,6087
351,2965,6088
352,2965,3554
353,2965,642
354,2965,1512
355,2965,1384
356,2965,1548
357,2965,272
358,2965,2526
359,2965,2699
360,2965,98
361,2965,2282
362,2965,1029
363,2965,2931
364,2965,2279
365,2965,3563
366,2965,1383
367,2965,6089
368,2965,2441
369,2965,1615
370,2965,2903
371,2965,2489
372,2965,66
373,2965,3804
374,2965,3924
375,2965,3212
376,2965,3329
377,2965,107
378,2965,1045
379,2965,3332
380,2965,367
381,2965,3135
382,2965,3492
383,2965,2185
384,2965,767
385,2965,2101
386,2965,3790
387,2965,490
388,2965,2197
389,2965,2746
390,2965,6090
391,2965,6091
392,2965,2477
393,2965,3098
394,2965,120
395,2965,3189
396,2965,6092
397,2965,6093
398,2965,924
399,2965,3669
400,2965,3369
401,2965,3144
402,2965,2597
403,2965,1278
404,2965,3257
405,2965,2716
406,2965,2470
407,2965,1233
408,2965,1797
409,2965,85
410,2965,1867
411,2965,6094
412,2965,1631
413,2965,1703
414,2965,467
415,2965,1562
416,2965,1336
417,2965,1942
418,2965,1356
419,2965,2221
420,2965,3233
421,2965,2947
422,2965,906
423,2965,6095
424,2965,1088
425,2965,1291
426,2965,3003
427,2965,488
428,2965,3113
429,2965,2723
430,2965,437
431,2965,471
432,2965,6096
433,2965,4545
434,2965,6097
435,2965,6098
436,2965,355
437,2965,3749
438,2965,6099
439,2965,6100
440,2965,3643
441,2965,2201
442,2965,678
443,2965,6101
444,2965,3514
445,2965,3090
446,2965,1641
447,2965,2206
448,2965,2887
449,2965,2391
450,2965,3585
451,2965,2009
452,2965,3269
453,2965,2498
454,2965,712
455,2965,2996
456,2965,6102
457,2965,6103
458,2965,1206
459,2965,3553
460,2965,2476
461,2965,2556
462,2965,1441
463,2965,869
464,2965,354
465,2965,2298
466,2965,144
467,2965,1782
468,2965,3443
469,2965,2963
470,2965,2071
471,2965,3344
472,2965,2726
473,2965,600
474,2965,2964
475,2965,2860
476,2965,6104
477,2965,6105
478,2965,3847
479,2965,3649
480,2965,2828
481,2965,571
482,2965,103
483,2965,1091
484,2965,6106
485,2965,6107
486,2965,1542
487,2965,770
488,2965,3693
489,2965,2584
490,2965,1925
491,2965,1878
492,2965,943
493,2965,342
494,2965,3375
495,2965,566
496,2965,5998
497,2965,6108
498,2965,2920
499,2965,3922
7,2986,3926
8,2986,2212
9,2986,539
10,2986,5988
11,2986,5989
12,2986,5990
1236,2996,3465
1237,2996,134
1238,2996,659
1239,2996,6161
1240,2996,712
1241,2996,1396
1242,2996,540
1243,2996,1472
1244,2996,1567
1245,2996,3518
1246,2996,3789
1247,2996,1054
1248,2996,1747
1249,2996,1013
1250,2996,1045
1251,2996,2534
1252,2996,2982
1253,2996,3620
1254,2996,1393
1255,2996,718
1256,2996,524
1257,2996,1027
1258,2996,2659
1259,2996,3733
1260,2996,3172
1261,2996,1441
1262,2996,965
1487,3075,2304
1488,3075,1874
1489,3075,630
1490,3075,3786
1491,3075,3053
1492,3075,946
1493,3075,1216
1494,3075,3465
1495,3075,6240
656,3076,3551
1484,3137,2212
1546,3189,2860
1547,3189,6092
1548,3189,2964
1549,3189,120
1550,3189,6183
1551,3189,3465
1552,3189,3774
1553,3189,134
2366,3202,7149
2367,3202,1814
2368,3202,2057
2369,3202,795
2370,3202,2316
2371,3202,413
2372,3202,767
2373,3202,1088
2374,3202,3718
2420,3332,228
2421,3332,2734
2422,3332,6136
2423,3332,3680
2424,3332,2931
2425,3332,2140
2426,3332,2056
1516,3344,781
595,3378,134
1511,3465,134
1512,3465,2920
1513,3465,6123
1514,3465,1393
1515,3465,1441
510,3538,1358
511,3538,2104
657,3548,2964
658,3548,3484
638,3563,2279
1216,3605,3476
628,3621,3053
629,3621,1874
630,3621,630
631,3621,3786
632,3621,305
633,3621,2304
634,3621,3790
635,3621,1512
636,3621,1542
650,3643,712
651,3643,3620
652,3643,659
15,3718,5997
16,3718,5998
17,3718,3465
18,3718,313
19,3718,1789
20,3718,5999
21,3718,6000
22,3718,6001
23,3718,305
24,3718,468
25,3718,6002
26,3718,2331
27,3718,2304
28,3718,1009
29,3718,6003
30,3718,6004
31,3718,2536
32,3718,2124
33,3718,401
34,3718,817
35,3718,6005
36,3718,904
37,3718,6006
38,3718,2766
39,3718,3792
40,3718,6007
41,3718,6008
42,3718,6009
43,3718,2062
44,3718,1283
45,3718,193
46,3718,6010
47,3718,6011
48,3718,6012
49,3718,1201
50,3718,3466
51,3718,2757
52,3718,3786
53,3718,2620
54,3718,6013
55,3718,6014
56,3718,1207
57,3718,3929
58,3718,827
59,3718,1430
60,3718,6015
61,3718,6016
62,3718,6017
63,3718,6018
64,3718,3285
65,3718,6019
66,3718,6020
67,3718,6021
68,3718,3215
69,3718,2287
70,3718,1074
71,3718,65
72,3718,1381
73,3718,6022
74,3718,2515
75,3718,6023
76,3718,6024
77,3718,3014
78,3718,69
79,3718,6025
80,3718,2984
81,3718,3053
82,3718,586
83,3718,3926
84,3718,2212
85,3718,539
86,3718,6026
87,3718,2231
88,3718,2761
89,3718,2378
90,3718,2491
91,3718,6027
92,3718,6028
93,3718,1141
94,3718,6029
95,3718,6030
96,3718,557
97,3718,1396
98,3718,6031
99,3718,1445
100,3718,3419
101,3718,3157
102,3718,2659
103,3718,134
104,3718,1871
105,3718,1358
106,3718,1774
107,3718,2813
108,3718,1282
109,3718,924
110,3718,1356
111,3718,2445
112,3718,1393
113,3718,712
114,3718,1441
115,3718,3693
116,3718,1851
117,3718,3279
118,3718,2152
119,3718,3476
120,3718,3257
121,3718,469
122,3718,3514
123,3718,1563
124,3718,1689
125,3718,874
126,3718,2701
127,3718,1595
128,3718,3388
129,3718,1699
130,3718,355
131,3718,2356
637,3749,355
654,3844,781
1583,4302,718
1584,4302,6419
1585,4302,2813
1586,4302,6075
1587,4302,1088
1588,4302,860
1589,4302,1441
1590,4302,3269
1591,4302,2378
1592,4302,424
1593,4302,1913
1594,4302,110
1595,4302,468
1596,4302,586
1597,4302,3025
1598,4302,2964
1599,4302,313
639,4545,6096
640,4545,3269
641,4545,1441
642,4545,2378
643,4545,2009
644,4545,2813
1435,4664,1393
1436,4664,285
1437,4664,16
1438,4664,1472
1439,4664,713
1440,4664,3620
1441,4664,1685
1442,4664,540
1443,4664,529
2375,4694,6180
2376,4694,1393
2377,4694,3465
2378,4694,712
2379,4694,2982
1203,4874,1393
1204,4874,285
1205,4874,2965
1206,4874,860
1207,4874,718
1208,4874,134
1209,4874,529
1210,4874,16
1211,4874,1472
1212,4874,713
1213,4874,3620
1214,4874,1685
1215,4874,540
596,4879,1393
597,4879,285
598,4879,16
599,4879,2965
600,4879,3620
601,4879,1685
602,4879,718
603,4879,540
604,4879,134
605,4879,529
606,4879,1472
607,4879,713
608,4879,3199
1663,4950,120
1128,5010,1393
1129,5010,529
1130,5010,16
1131,5010,1472
1132,5010,713
1133,5010,3620
1134,5010,1685
1135,5010,540
1136,5010,3199
2509,5033,1393
2510,5033,285
2511,5033,2965
2512,5033,860
2513,5033,718
2514,5033,134
2515,5033,529
2516,5033,16
2517,5033,1472
2518,5033,713
2519,5033,3620
2520,5033,1685
2521,5033,540
1444,5131,6229
1445,5131,1499
1446,5131,2062
1447,5131,6064
1448,5131,5836
14,5175,5993
521,5251,2813
522,5251,1441
523,5251,2378
524,5251,712
525,5251,718
526,5251,6119
527,5251,1393
528,5251,6120
529,5251,6121
530,5251,6122
531,5251,6123
532,5251,6124
533,5251,134
534,5251,2659
535,5251,2977
536,5251,2977
514,5273,2378
515,5273,1088
516,5273,718
509,5490,6075
2632,5652,1393
2633,5652,285
2634,5652,2965
2635,5652,860
2636,5652,718
2637,5652,134
2638,5652,529
2639,5652,16
2640,5652,1472
2641,5652,713
2642,5652,3620
2643,5652,1685
2644,5652,540
649,5667,6145
2468,5731,3926
2469,5731,2212
2470,5731,5990
2471,5731,10715
2472,5731,5989
2335,5773,1393
2336,5773,285
2337,5773,2965
2338,5773,860
2339,5773,718
2340,5773,134
2341,5773,529
2342,5773,16
2343,5773,1472
2344,5773,713
2345,5773,3620
2346,5773,1685
2347,5773,540
627,5942,6011
1671,6043,6011
1521,6044,6017
1522,6044,3790
1523,6044,3718
1524,6044,1393
1525,6044,2965
1526,6044,3394
512,6058,6057
1629,6059,3693
1630,6059,1396
2271,6061,6060
1566,6063,6062
508,6070,6069
2391,6076,2659
2392,6076,469
2393,6076,1396
2394,6076,583
2395,6076,860
2396,6076,134
2397,6076,1441
2398,6076,1207
2399,6076,718
2400,6076,3465
2401,6076,2378
2402,6076,976
2403,6076,3495
2404,6076,712
2405,6076,817
2406,6076,1393
2407,6076,6628
1518,6080,6079
1519,6080,5989
2365,6086,7120
1485,6089,1383
1486,6089,1441
2358,6100,3014
517,6105,6104
518,6105,6117
519,6105,6118
1449,6132,3465
1450,6132,134
1451,6132,3845
1452,6132,1393
1453,6132,1201
1454,6132,713
1455,6132,1472
1456,6132,3718
1457,6132,2552
1458,6132,718
1459,6132,1396
1460,6132,1430
1461,6132,3792
1462,6132,1747
1463,6132,2476
1464,6132,285
1465,6132,6133
1466,6132,659
1467,6132,2647
1468,6132,6134
1469,6132,2117
1470,6132,6135
1471,6132,540
1472,6132,3482
1473,6132,529
1474,6132,16
1475,6132,325
1476,6132,3608
1477,6132,2993
1478,6132,3620
1479,6132,2813
1517,6179,6029
1480,6182,3003
1481,6182,1380
1482,6182,6181
2419,6189,6188
2381,6191,3465
2382,6191,134
2383,6191,1207
2384,6191,401
2385,6191,6092
2386,6191,6093
2387,6191,2920
2388,6191,6123
2389,6191,1393
2390,6191,1441
2348,6251,1396
2349,6251,1290
2350,6251,712
2351,6251,659
2352,6251,3465
2353,6251,2701
2354,6251,1685
2355,6251,3693
2356,6251,718
2357,6251,540
2359,6502,1216
2360,6502,66
2361,6502,1864
2362,6502,6194
2363,6502,6088
2364,6502,103
2298,6624,860
2299,6624,3465
2300,6624,712
2301,6624,1393
2302,6624,134
2303,6624,2515
2304,6624,1430
2305,6624,1396
2306,6624,6732
2307,6624,6733
2308,6624,413
2309,6624,6075
2310,6624,1358
2311,6624,6731
2312,6624,3101
2313,6624,1441
2314,6624,3585
2315,6624,2378
2316,6624,718
2317,6624,6419
2318,6624,2964
2319,6624,305
2320,6624,1542
2321,6624,1356
2322,6624,2140
2323,6624,6902
2324,6624,2659
2325,6624,3341
2326,6624,1826
2327,6624,6001
2328,6624,2868
2329,6624,66
2330,6624,787
2331,6624,6183
2332,6624,4950
2333,6624,6903
2334,6624,6096
2554,6626,6419
2555,6626,14650
2253,6641,2287
2473,6650,6649
2474,6650,10728
2458,7390,1393
2459,7390,285
2460,7390,529
2461,7390,16
2462,7390,1472
2463,7390,713
2464,7390,3620
2465,7390,1685
2466,7390,540
2467,7390,3199
2380,7603,6903
2440,8283,1393
2441,8283,285
2442,8283,2965
2443,8283,860
2444,8283,718
2445,8283,134
2446,8283,529
2447,8283,16
2448,8283,1472
2449,8283,713
2450,8283,3620
2451,8283,1685
2452,8283,540
2427,8727,1393
2428,8727,285
2429,8727,2965
2430,8727,860
2431,8727,718
2432,8727,134
2433,8727,529
2434,8727,16
2435,8727,1472
2436,8727,713
2437,8727,3620
2438,8727,1685
2439,8727,540
2454,8953,134
2455,8953,3465
2456,8953,1430
2457,8953,6165
2453,9303,2140
2475,10167,6080
2476,10576,3261
2477,10576,10833
2478,10576,6645
2479,10576,10834
2617,10759,3269
2618,10759,2378
2619,10759,1441
2620,10759,718
2621,10759,6630
2622,10759,3465
2623,10759,2964
2624,10759,134
2522,11015,1393
2523,11015,285
2524,11015,2965
2525,11015,860
2526,11015,718
2527,11015,134
2528,11015,529
2529,11015,16
2530,11015,1472
2531,11015,713
2532,11015,3620
2533,11015,1685
2534,11015,540
2499,11569,1393
2500,11569,285
2501,11569,16
2502,11569,1472
2503,11569,713
2504,11569,3620
2505,11569,1685
2506,11569,540
2507,11569,529
2508,11569,3199
2535,13332,1393
2536,13332,285
2537,13332,2965
2538,13332,860
2539,13332,718
2540,13332,134
2541,13332,529
2542,13332,16
2543,13332,1472
2544,13332,713
2545,13332,3620
2546,13332,1685
2547,13332,540
2553,13460,6027
2556,15092,1393
2557,15092,285
2558,15092,16
2559,15092,1472
2560,15092,713
2561,15092,3620
2562,15092,1685
2563,15092,540
2564,15092,529
2565,15092,3199
2616,15927,17211
2566,16221,2964
2567,16221,2860
2568,16221,2378
2569,16221,305
2570,16221,6499
2571,16221,6500
2572,16221,6092
2573,16221,6183
2574,16221,4950
2575,16221,6093
2576,16221,1088
2577,16221,1393
2578,16221,3718
2579,16221,3465
2580,16221,3620
2581,16221,409
2582,16221,950
2583,16221,413
2584,16221,6212
2585,16221,6638
2586,16221,3412
2587,16221,1749
2588,16221,1685
2589,16221,16826
2590,16221,16827
2591,16221,16828
2592,16221,787
2593,16221,6213
2594,16221,718
2595,16221,3214
2596,16221,3774
2597,16221,6501
2598,16221,16829
2599,16221,16830
2600,16221,860
2601,16221,2557
2602,16221,3484
2603,16221,3293
2604,16221,1497
2605,16221,16831
2606,16221,424
2607,16221,1913
2608,16221,134
2609,16221,2124
2610,16221,6419
2611,16221,6550
2612,16221,16832
2613,16221,6168
2614,16221,6049
2615,16221,1565
2625,17059,1393
2626,17059,285
2627,17059,2965
2628,17059,860
2629,17059,718
2630,17059,134
2822,18264,3465
2823,18264,134
2824,18264,1797
2825,18264,2920
2826,18264,6123
2827,18264,469
2828,18264,1441
2829,18264,712
2631,18604,18800
2740,19705,1393
2741,19705,285
2742,19705,16
2743,19705,1472
2744,19705,713
2745,19705,3620
2746,19705,1685
2747,19705,540
2748,19705,529
2749,19705,3199
2645,19767,19819
2646,19826,2659
2647,19967,1393
2648,19967,285
2649,19967,2965
2650,19967,860
2651,19967,718
2652,19967,134
2653,19967,529
2654,19967,16
2655,19967,1472
2656,19967,713
2657,19967,3620
2658,19967,1685
2659,19967,540
2723,20143,30523
2783,21067,2964
2784,21067,3484
2785,21084,1393
2786,21084,285
2787,21084,2965
2788,21084,860
2789,21084,718
2790,21084,134
2791,21084,529
2792,21084,16
2793,21084,1472
2794,21084,713
2795,21084,3620
2796,21084,1685
2797,21084,540
2798,23619,1393
2799,23619,285
2800,23619,16
2801,23619,1472
2802,23619,713
2803,23619,3620
2804,23619,1685
2805,23619,540
2806,23619,529
2807,23619,3199
2812,24055,1393
2813,24055,285
2814,24055,16
2815,24055,1472
2816,24055,713
2817,24055,3620
2818,24055,1685
2819,24055,540
2820,24055,529
2821,24055,3199
2854,24106,860
2855,24106,285
2856,24106,2965
2857,24106,2813
2858,24106,3465
2859,24106,3620
2860,24106,3845
2861,24106,1685
2862,24106,321
2863,24106,16827
2864,24106,1660
2865,24106,1369
2866,24106,1840
2867,24106,3476
2868,24106,1201
2869,24106,32225
2870,24106,659
2871,24106,1396
2872,24106,817
2873,24106,3279
2874,24106,210
2875,24106,245
2876,24106,2964
2877,24106,1851
2878,24106,3293
2879,24106,3619
2880,24106,3484
2881,24106,464
2882,24106,800
2883,24106,3693
2884,24106,3157
2885,24106,2043
2886,24106,451
2887,24106,540
2888,24106,2149
2889,24106,2192
2890,24106,1055
2891,24106,1393
2892,24106,1567
2893,24106,847
2894,24106,1770
2895,24106,2982
2896,24106,3388
2897,24106,1290
2898,24106,2892
2899,24106,3769
2900,24106,355
2901,24106,6178
2902,24106,1565
2903,24106,32226
2904,24106,2928
2905,24106,32227
2906,24106,976
2907,24106,1405
2908,24106,3518
2909,24106,2887
2910,24106,1045
2911,24106,32228
2912,24106,2072
2913,24106,1309
2914,24106,214
2915,24106,3261
2916,24106,1468
2917,24106,3792
2918,24106,1573
2919,24106,32229
2920,24106,1242
2921,24106,109
2922,24106,3585
2923,24106,1513
2924,24106,2312
2925,24106,1441
2926,24106,2184
2927,24106,1358
2928,24106,3412
2929,24106,32230
2930,24106,1847
2931,24106,3911
2709,24821,30436
2660,25184,1393
2661,25184,285
2662,25184,16
2663,25184,1472
2664,25184,713
2665,25184,3620
2666,25184,1685
2667,25184,540
2668,25184,529
2669,25184,3199
2727,25900,1393
2728,25900,285
2729,25900,16
2730,25900,2965
2731,25900,3620
2732,25900,1685
2733,25900,718
2734,25900,540
2735,25900,134
2736,25900,529
2737,25900,1472
2738,25900,713
2739,25900,3199
2760,25962,1393
2761,25962,285
2762,25962,16
2763,25962,1472
2764,25962,713
2765,25962,3620
2766,25962,1685
2767,25962,540
2768,25962,529
2769,25962,3199
2750,27094,1393
2751,27094,285
2752,27094,16
2753,27094,1472
2754,27094,713
2755,27094,3620
2756,27094,1685
2757,27094,540
2758,27094,529
2759,27094,3199
2710,27402,1393
2711,27402,285
2712,27402,2965
2713,27402,860
2714,27402,718
2715,27402,134
2716,27402,529
2717,27402,16
2718,27402,1472
2719,27402,713
2720,27402,3620
2721,27402,1685
2722,27402,540
2844,27505,1393
2845,27505,285
2846,27505,16
2847,27505,1472
2848,27505,713
2849,27505,3620
2850,27505,1685
2851,27505,540
2852,27505,529
2853,27505,3199
2724,27635,3465
2725,27635,1393
2670,27736,1393
2671,27736,285
2672,27736,16
2673,27736,2965
2674,27736,3620
2675,27736,1685
2676,27736,718
2677,27736,540
2678,27736,134
2679,27736,529
2680,27736,1472
2681,27736,713
2682,27736,3199
2808,27979,659
2809,27979,409
2810,27979,2378
2811,27979,2964
2726,27999,1441
2683,28171,1393
2684,28171,285
2685,28171,2965
2686,28171,860
2687,28171,718
2688,28171,134
2689,28171,529
2690,28171,16
2691,28171,1472
2692,28171,713
2693,28171,3620
2694,28171,1685
2695,28171,540
2770,29001,1393
2771,29001,285
2772,29001,16
2773,29001,2965
2774,29001,3620
2775,29001,1685
2776,29001,718
2777,29001,540
2778,29001,134
2779,29001,529
2780,29001,1472
2781,29001,713
2782,29001,3199
2696,29044,1393
2697,29044,285
2698,29044,2965
2699,29044,860
2700,29044,718
2701,29044,134
2702,29044,529
2703,29044,16
2704,29044,1472
2705,29044,713
2706,29044,3620
2707,29044,1685
2708,29044,540
2945,29873,2192
2946,29873,1685
2947,29873,3620
2948,29873,1396
2830,31189,1393
2831,31189,285
2832,31189,2965
2833,31189,860
2834,31189,718
2835,31189,134
2836,31189,529
2837,31189,16
2838,31189,1472
2839,31189,713
2840,31189,3620
2841,31189,1685
2842,31189,540
2843,31865,31938
2932,32863,1393
2933,32863,285
2934,32863,2965
2935,32863,860
2936,32863,718
2937,32863,134
2938,32863,529
2939,32863,16
2940,32863,1472
2941,32863,713
2942,32863,3620
2943,32863,1685
2944,32863,540
2949,34549,1393
2950,34549,285
2951,34549,2965
2952,34549,860
2953,34549,718
2954,34549,134
2955,34549,529
2956,34549,16
2957,34549,1472
2958,34549,713
2959,34549,3620
2960,34549,1685
2961,34549,540
2962,37002,37005
2977,37155,1393
2978,37155,285
2979,37155,2965
2980,37155,860
2981,37155,718
2982,37155,134
2983,37155,529
2984,37155,16
2985,37155,1472
2986,37155,713
2987,37155,3620
2988,37155,1685
2989,37155,540
2963,37830,1393
2964,37830,285
2965,37830,16
2966,37830,1472
2967,37830,713
2968,37830,3620
2969,37830,1685
2970,37830,540
2971,37830,529
2972,37830,3199
2973,38142,2192
2974,38142,1685
2975,38142,3620
2976,38142,1396
2990,38923,5989
2991,38923,3926
2992,38923,2212
2993,38923,5990
2994,38923,10715
2995,39115,1393
2996,39115,285
2997,39115,16
2998,39115,1472
2999,39115,713
3000,39115,3620
3001,39115,1685
3002,39115,540
3003,39115,529
3004,39115,3199
3005,42728,1393
3006,42728,285
3007,42728,16
3008,42728,1472
3009,42728,713
3010,42728,3620
3011,42728,1685
3012,42728,540
3013,42728,529
3014,42728,3199
3015,46355,1393
3016,46355,285
3017,46355,2965
3018,46355,860
3019,46355,718
3020,46355,134
3021,46355,529
3022,46355,16
3023,46355,1472
3024,46355,713
3025,46355,3620
3026,46355,1685
3027,46355,540
3028,49627,1393
3029,49627,285
3030,49627,2965
3031,49627,860
3032,49627,718
3033,49627,134
3034,49627,529
3035,49627,16
3036,49627,1472
3037,49627,713
3038,49627,3620
3039,49627,1685
3040,49627,540
3041,50321,1393
3042,50321,285
3043,50321,16
3044,50321,1472
3045,50321,713
3046,50321,3620
3047,50321,1685
3048,50321,540
3049,50321,529
3050,50321,3199
3051,51817,1393
3052,51817,285
3053,51817,2965
3054,51817,860
3055,51817,718
3056,51817,134
3057,51817,529
3058,51817,16
3059,51817,1472
3060,51817,713
3061,51817,3620
3062,51817,1685
3063,51817,540
3064,52689,1393
3065,52689,285
3066,52689,16
3067,52689,2965
3068,52689,3620
3069,52689,1685
3070,52689,718
3071,52689,540
3072,52689,134
3073,52689,529
3074,52689,1472
3075,52689,713
3076,52689,3199
3077,53894,1393
3078,53894,285
3079,53894,16
3080,53894,2965
3081,53894,3620
3082,53894,1685
3083,53894,718
3084,53894,540
3085,53894,134
3086,53894,529
3087,53894,1472
3088,53894,713
3089,53894,3199
3090,54818,1393
3091,54818,285
3092,54818,2965
3093,54818,860
3094,54818,718
3095,54818,134
3096,54818,529
3097,54818,16
3098,54818,1472
3099,54818,713
3100,54818,3620
3101,54818,1685
3102,54818,540
3103,54988,55067
3104,55020,1542
3105,55020,6085
3106,55020,6075
3107,55020,2304
3108,55020,860
3109,55020,7120
3110,55020,1814
3111,55020,1035
3112,55020,3495
3113,55020,906
3114,55020,1441
3115,55020,508
3116,55020,305
3117,55020,2331
3118,55020,2062
3119,55020,55072
3120,55020,1512
3121,55020,630
3122,55020,3516
3123,55020,6080
3124,55020,904
3125,55020,3465
3126,55020,3718
3127,55020,1393
3128,55020,3774
3129,55020,6047
3130,55020,6106
3131,55020,2965
3132,55020,2659
3133,55020,6071
3134,55020,2593
3135,55020,2378
3136,55020,1430
3137,55020,593
3138,55020,6214
3139,55020,6065
3140,55020,55073
3141,55020,3924
